Brand,Model,Range(km),Long_distance_range(km),Battery(kWh),Weight(kg),Seating_capacity,Car_segment,Acceleration_time(0-100 Kmph[in seconds]),Efficiency(Wh/km),Fastcharge_power(kW),Towing_capacity(kg),Cargo_volume(L),Price_per_range(€),Germany_Price(€),Range_per_kWh,Charging_km_per_min,Price_per_kWh,Price_Category
Genesis,GV70 Electrified Sport (MY22-24),350.0,432.0,74.0,2.31,5.0,D,4.2,211.0,190.0,750.0,528.0,203.0,67300.0,4.73,54.03,909.46,Premium (€60k–€90k)
Toyota,Proace City Verso L1 50 kWh,235.0,246.0,50.0,1.811,5.0,N,11.7,213.0,80.0,750.0,775.0,167.0,40960.0,4.7,22.54,819.2,Mid-range (€30k–€60k)
Smart,#1 Pure,250.0,280.0,47.0,1.855,5.0,B,6.7,188.0,65.0,750.0,338.0,135.0,34990.0,5.32,20.74,744.47,Mid-range (€30k–€60k)
Tesla,Model X Ludicrous Performance,420.0,413.0,95.0,2.572,7.0,F,3.0,226.0,100.0,750.0,385.0,274.0,112700.0,4.42,26.55,1186.32,Luxury (€90k–€150k)
Ford,Mustang Mach-E GT (MY21),410.0,388.0,88.0,2.348,5.0,D,4.4,215.0,86.0,750.0,619.0,184.0,72900.0,4.66,24.0,828.41,Premium (€60k–€90k)
Mercedes-Benz,EQT 200 Long,220.0,221.0,45.0,1.944,7.0,N,13.3,205.0,50.0,750.0,828.0,213.0,41613.0,4.89,14.63,924.73,Mid-range (€30k–€60k)
Mercedes-Benz,eVito Tourer Long 90 kWh,310.0,283.0,90.0,2.53,9.0,N,12.0,290.0,96.0,750.0,990.0,249.0,64248.0,3.44,19.86,713.87,Premium (€60k–€90k)
Opel,Mokka Electric GSE,280.0,294.0,50.8,1.672,5.0,B,5.9,181.0,85.0,750.0,310.0,157.0,47300.0,5.51,28.18,931.1,Mid-range (€30k–€60k)
Jaguar,I-Pace EV320,380.0,354.0,84.7,2.244,5.0,D,6.4,223.0,85.0,750.0,505.0,186.0,75351.0,4.49,22.87,889.62,Premium (€60k–€90k)
Seres,3,255.0,231.0,50.0,1.765,5.0,C,8.9,196.0,50.0,750.0,318.0,149.0,44990.0,5.1,15.31,899.8,Mid-range (€30k–€60k)
Mercedes-Benz,EQS SUV 500 4MATIC,530.0,543.0,118.0,2.84,7.0,F,5.3,223.0,160.0,750.0,645.0,257.0,124545.0,4.49,43.05,1055.47,Luxury (€90k–€150k)
Mercedes-Benz,EQE 350 4MATIC (MY25),515.0,564.0,90.6,2.475,5.0,E,5.9,176.0,141.0,750.0,430.0,150.0,74149.0,5.68,48.07,818.42,Premium (€60k–€90k)
Mercedes-Benz,EQE SUV 350+ (MY25),475.0,503.0,96.0,2.495,5.0,E,6.4,202.0,141.0,750.0,520.0,185.0,86811.0,4.95,41.88,904.28,Premium (€60k–€90k)
Citroën,ë-Berlingo Multispace,100.0,105.0,20.5,1.679,5.0,N,19.5,205.0,30.0,750.0,385.0,317.0,44990.0,4.88,8.78,2194.63,Mid-range (€30k–€60k)
DS,DS 3 Crossback E-Tense,255.0,278.0,46.3,1.598,5.0,B,8.7,182.0,78.0,750.0,350.0,150.0,38690.0,5.51,25.71,835.64,Mid-range (€30k–€60k)
Cadillac,LYRIQ-V (MY26),400.0,392.0,91.0,2.745,5.0,E,3.3,228.0,100.0,750.0,588.0,249.0,99640.0,4.4,26.32,1094.95,Luxury (€90k–€150k)
Volkswagen,ID.5 GTX,405.0,447.0,77.0,2.242,5.0,C,6.3,190.0,115.0,750.0,549.0,145.0,53615.0,5.26,36.32,696.3,Mid-range (€30k–€60k)
Mercedes-Benz,EQE AMG 43 4MATIC (MY22-23),455.0,491.0,90.6,2.525,5.0,E,4.2,199.0,141.0,750.0,430.0,236.0,103827.0,5.02,42.51,1145.99,Luxury (€90k–€150k)
Mercedes-Benz,EQE SUV AMG 43 4MATIC (MY23-24),425.0,460.0,90.6,2.6,5.0,E,4.3,213.0,141.0,750.0,520.0,301.0,124920.0,4.69,39.72,1378.81,Luxury (€90k–€150k)
Citroën,ë-C4 54 kWh,330.0,355.0,50.8,1.636,5.0,C,9.2,154.0,78.0,750.0,380.0,118.0,35925.0,6.5,30.39,707.19,Mid-range (€30k–€60k)
Porsche,Taycan 4 Plus,565.0,737.0,97.0,2.325,5.0,F,4.6,172.0,262.0,750.0,491.0,202.0,111924.0,5.82,91.4,1153.86,Luxury (€90k–€150k)
Škoda,Enyaq Coupe 85x (MY25),460.0,511.0,77.0,2.234,5.0,C,6.7,167.0,120.0,750.0,570.0,119.0,53400.0,5.97,43.11,693.51,Mid-range (€30k–€60k)
Volvo,EC40 Twin Motor (MY26),400.0,443.0,79.0,2.185,5.0,C,4.8,198.0,125.0,750.0,435.0,150.0,61290.0,5.06,37.88,775.82,Premium (€60k–€90k)
Smart,ForFour Electric Drive,95.0,66.0,16.7,1.2,4.0,A,12.7,176.0,0.0,750.0,185.0,232.0,22600.0,5.69,0.0,1353.29,Budget (<€30k)
CUPRA,Born 170 kW - 58 kWh,345.0,371.0,58.0,1.824,5.0,C,6.6,168.0,82.0,750.0,385.0,116.0,40750.0,5.95,29.29,702.59,Mid-range (€30k–€60k)
NIO,ET5 Touring Standard Range,400.0,434.0,73.5,2.265,5.0,E,4.0,184.0,110.0,750.0,450.0,154.0,59500.0,5.44,35.87,809.52,Mid-range (€30k–€60k)
Ford,Mustang Mach-E SR RWD (MY24),385.0,408.0,72.6,2.166,5.0,D,6.2,189.0,100.0,750.0,619.0,132.0,55800.0,5.3,31.75,768.6,Mid-range (€30k–€60k)
Audi,Q6 Sportback e-tron quattro,500.0,595.0,94.9,2.4,5.0,D,5.9,190.0,200.0,750.0,575.0,160.0,77100.0,5.27,63.16,812.43,Premium (€60k–€90k)
Ford,Mustang Mach-E ER AWD (MY25),435.0,441.0,88.0,2.245,5.0,D,4.8,202.0,105.0,750.0,619.0,158.0,66600.0,4.94,31.19,756.82,Premium (€60k–€90k)
VinFast,VF 6 Plus,310.0,318.0,59.6,2.113,5.0,D,8.9,192.0,90.0,750.0,385.0,128.0,38990.0,5.2,28.12,654.19,Mid-range (€30k–€60k)
Nissan,Ariya e-4ORCE 87kWh - 290 kW,405.0,400.0,87.0,2.293,5.0,C,5.1,215.0,110.0,750.0,415.0,168.0,71490.0,4.66,30.7,821.72,Premium (€60k–€90k)
Mercedes-Benz,EQS SUV 450+,500.0,535.0,108.4,2.695,7.0,F,6.7,217.0,173.0,750.0,645.0,236.0,110801.0,4.61,47.83,1022.15,Luxury (€90k–€150k)
Mercedes-Benz,EQB 250+,410.0,401.0,70.5,2.115,7.0,C,8.9,172.0,90.0,750.0,495.0,133.0,53978.0,5.82,31.4,765.65,Mid-range (€30k–€60k)
Porsche,Taycan 4 Cross Turismo,440.0,557.0,83.7,2.32,5.0,F,5.1,190.0,216.0,750.0,530.0,238.0,103254.0,5.26,68.21,1233.62,Luxury (€90k–€150k)
GWM,ORA 07 GT,430.0,389.0,83.5,2.21,5.0,D,4.5,194.0,80.0,750.0,333.0,124.0,53490.0,5.15,24.74,640.6,Mid-range (€30k–€60k)
Genesis,GV60 Pure (MY25),425.0,522.0,80.0,2.05,5.0,C,7.8,188.0,205.0,750.0,432.0,146.0,44990.0,5.31,65.43,562.38,Mid-range (€30k–€60k)
BYD,DOLPHIN 44.9 kWh Boost (MY24),260.0,249.0,44.9,1.7,5.0,C,8.0,173.0,50.0,750.0,345.0,124.0,44990.0,5.79,17.34,1002.0,Mid-range (€30k–€60k)
Smart,#1 Pulse,325.0,357.0,62.0,1.975,5.0,B,4.5,191.0,100.0,750.0,328.0,137.0,46490.0,5.24,31.41,749.84,Mid-range (€30k–€60k)
Mercedes-Benz,EQE 500 4MATIC (MY25),505.0,553.0,90.6,2.49,5.0,E,4.4,179.0,141.0,750.0,430.0,176.0,84764.0,5.57,47.26,935.58,Premium (€60k–€90k)
Volkswagen,e-Transporter Kombi L2 210 kW 64 kWh,250.0,250.0,63.8,2.348,9.0,N,7.4,255.0,75.0,750.0,385.0,272.0,67913.0,3.92,17.65,1064.47,Premium (€60k–€90k)
Audi,SQ8 SUV e-tron,455.0,463.0,106.0,2.725,5.0,E,4.5,233.0,144.0,750.0,631.0,228.0,98100.0,4.29,37.08,925.47,Luxury (€90k–€150k)
Lotus,Emeya R,465.0,586.0,98.9,2.65,5.0,F,2.8,213.0,240.0,750.0,543.0,328.0,150990.0,4.7,67.61,1526.69,Ultra-Luxury (>€150k)
Toyota,Proace Verso L 75 kWh,265.0,252.0,69.0,2.161,8.0,N,13.1,260.0,79.0,750.0,989.0,269.0,65385.0,3.84,18.23,947.61,Premium (€60k–€90k)
GWM,ORA 03 GT,325.0,300.0,59.3,1.655,5.0,C,8.2,182.0,55.0,750.0,228.0,115.0,37490.0,5.48,18.13,632.21,Mid-range (€30k–€60k)
Porsche,Taycan Sport Turismo,460.0,568.0,82.3,2.19,5.0,F,4.8,179.0,195.0,750.0,530.0,225.0,102400.0,5.59,65.36,1244.23,Luxury (€90k–€150k)
Citroën,ë-SpaceTourer M 75 kWh,265.0,252.0,69.0,2.211,9.0,N,14.2,260.0,79.0,750.0,603.0,213.0,52230.0,3.84,18.23,756.96,Mid-range (€30k–€60k)
Volvo,EX40 Twin Motor (MY26),385.0,419.0,79.0,2.17,5.0,C,4.8,205.0,125.0,750.0,441.0,151.0,59590.0,4.87,36.59,754.3,Mid-range (€30k–€60k)
Volvo,XC40 Recharge Twin Pure Electric (MY22),335.0,348.0,75.0,2.188,5.0,C,4.9,224.0,108.0,750.0,450.0,172.0,59250.0,4.47,28.93,790.0,Mid-range (€30k–€60k)
DS,DS 3 Crossback E-Tense,265.0,288.0,46.3,1.598,5.0,B,8.7,175.0,78.0,750.0,350.0,149.0,39440.0,5.72,26.74,851.84,Mid-range (€30k–€60k)
Fiat,500e Cabrio 24 kWh,135.0,150.0,21.3,1.281,4.0,B,9.0,158.0,40.0,750.0,185.0,248.0,35490.0,6.34,15.19,1666.2,Mid-range (€30k–€60k)
Porsche,Taycan Turbo,535.0,692.0,97.0,2.365,5.0,F,2.7,181.0,262.0,750.0,450.0,320.0,175600.0,5.52,86.85,1810.31,Ultra-Luxury (>€150k)
MG,Cyberster Trophy,425.0,440.0,74.4,1.96,2.0,S,5.0,175.0,85.0,750.0,249.0,152.0,64990.0,5.71,29.14,873.52,Premium (€60k–€90k)
Porsche,Taycan GTS,535.0,692.0,97.0,2.36,5.0,F,3.3,181.0,262.0,750.0,450.0,272.0,147700.0,5.52,86.85,1522.68,Luxury (€90k–€150k)
Mercedes-Benz,EQE SUV 500 4MATIC (MY25),455.0,482.0,96.0,2.615,5.0,E,4.7,211.0,141.0,750.0,520.0,222.0,99841.0,4.74,40.09,1040.01,Luxury (€90k–€150k)
Tesla,Model X Performance,440.0,438.0,95.0,2.572,7.0,F,3.6,216.0,100.0,750.0,385.0,243.0,107600.0,4.63,27.78,1132.63,Luxury (€90k–€150k)
Peugeot,e-Rifter Standard 50 kWh,205.0,217.0,46.3,1.765,7.0,N,11.7,226.0,78.0,750.0,571.0,193.0,41240.0,4.43,20.71,890.71,Mid-range (€30k–€60k)
Mercedes-Benz,EQS SUV 580 4MATIC,485.0,521.0,108.4,2.81,7.0,F,4.6,224.0,173.0,750.0,645.0,323.0,135434.0,4.47,46.34,1249.39,Luxury (€90k–€150k)
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY23),450.0,491.0,90.6,2.54,5.0,E,3.5,201.0,141.0,750.0,430.0,275.0,110706.0,4.97,42.09,1221.92,Luxury (€90k–€150k)
NIO,EL8 Standard Range,360.0,388.0,73.5,2.613,6.0,F,4.1,204.0,110.0,750.0,265.0,258.0,94900.0,4.9,32.35,1291.16,Luxury (€90k–€150k)
Audi,SQ6 Sportback e-tron,495.0,587.0,94.9,2.425,5.0,D,4.3,192.0,200.0,750.0,575.0,207.0,96200.0,5.22,62.5,1013.7,Luxury (€90k–€150k)
Nissan,Townstar EV Passenger L2,220.0,218.0,45.0,1.992,7.0,N,13.3,205.0,50.0,750.0,819.0,195.0,44990.0,4.89,14.63,999.78,Mid-range (€30k–€60k)
BMW,i5 M60 xDrive Touring (MY25),425.0,485.0,81.2,2.425,5.0,E,3.9,191.0,136.0,750.0,570.0,257.0,101500.0,5.23,42.72,1250.0,Luxury (€90k–€150k)
Polestar,3 Performance (MY26),460.0,539.0,102.0,2.6,5.0,E,3.9,222.0,200.0,750.0,508.0,230.0,44990.0,4.51,54.05,441.08,Mid-range (€30k–€60k)
Tesla,Model S P90D,405.0,401.0,85.5,2.271,5.0,F,3.3,211.0,90.0,750.0,895.0,316.0,124200.0,4.74,25.59,1452.63,Luxury (€90k–€150k)
Porsche,Taycan Plus Sport Turismo,530.0,684.0,97.0,2.27,5.0,F,4.8,183.0,262.0,750.0,530.0,206.0,108124.0,5.46,85.9,1114.68,Luxury (€90k–€150k)
BMW,i5 M60 xDrive Touring,415.0,479.0,81.2,2.425,5.0,E,3.9,196.0,136.0,750.0,570.0,263.0,101500.0,5.11,41.63,1250.0,Luxury (€90k–€150k)
Lancia,Ypsilon 54 kWh HF (MY25),305.0,327.0,50.8,1.631,5.0,B,5.6,167.0,85.0,750.0,309.0,134.0,44990.0,6.0,30.54,885.63,Mid-range (€30k–€60k)
Mercedes-Benz,EQE SUV 350 4MATIC (MY25),435.0,468.0,90.6,2.565,5.0,E,6.0,208.0,141.0,750.0,520.0,210.0,89548.0,4.8,40.67,988.39,Premium (€60k–€90k)
Porsche,Taycan,420.0,532.0,71.0,2.125,5.0,F,5.4,169.0,183.0,750.0,491.0,225.0,93139.0,5.92,64.97,1311.82,Luxury (€90k–€150k)
Škoda,Enyaq Coupe 85x (MY24),455.0,503.0,77.0,2.23,5.0,C,6.6,169.0,120.0,750.0,570.0,122.0,53400.0,5.91,42.6,693.51,Mid-range (€30k–€60k)
Lotus,Eletre S,480.0,593.0,109.0,2.595,5.0,F,4.5,227.0,259.0,750.0,657.0,255.0,121990.0,4.4,68.46,1119.17,Luxury (€90k–€150k)
Peugeot,e-Traveller L3 75 kWh,265.0,252.0,69.0,2.24,9.0,N,14.2,260.0,79.0,750.0,989.0,225.0,53230.0,3.84,18.23,771.45,Mid-range (€30k–€60k)
Ford,Mustang Mach-E Rally (MY24),410.0,417.0,91.0,2.343,5.0,D,3.9,222.0,115.0,750.0,619.0,189.0,80300.0,4.51,31.08,882.42,Premium (€60k–€90k)
Mercedes-Benz,EQS 450 4MATIC,605.0,672.0,107.8,2.615,5.0,F,5.6,178.0,173.0,750.0,610.0,201.0,113359.0,5.61,58.31,1051.57,Luxury (€90k–€150k)
Mercedes-Benz,EQE SUV AMG 53 4MATIC+ (MY23-24),420.0,453.0,90.6,2.69,5.0,E,3.5,216.0,141.0,750.0,520.0,335.0,139438.0,4.64,39.17,1539.05,Luxury (€90k–€150k)
ORA,Funky Cat 48 kWh,260.0,247.0,45.4,1.615,5.0,C,8.3,175.0,45.0,750.0,228.0,146.0,38990.0,5.73,15.43,858.81,Mid-range (€30k–€60k)
Mercedes-Benz,EQS 450 4MATIC,610.0,677.0,108.4,2.63,5.0,F,5.6,178.0,173.0,750.0,620.0,189.0,113359.0,5.63,58.31,1045.75,Luxury (€90k–€150k)
Hyundai,Kona Electric 39 kWh,245.0,221.0,39.2,1.61,5.0,B,9.7,160.0,37.0,750.0,332.0,135.0,34600.0,6.25,13.88,882.65,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe iV 80 (MY23),445.0,473.0,77.0,2.119,5.0,C,8.7,173.0,125.0,750.0,575.0,118.0,54400.0,5.78,43.35,706.49,Mid-range (€30k–€60k)
Audi,Q8 Sportback e-tron 50 quattro,445.0,472.0,89.0,2.585,5.0,E,6.0,200.0,146.0,750.0,590.0,177.0,78150.0,5.0,43.8,878.09,Premium (€60k–€90k)
Mercedes-Benz,EQE AMG 43 4MATIC (MY23),450.0,491.0,90.6,2.535,5.0,E,4.2,201.0,141.0,750.0,430.0,240.0,104756.0,4.97,42.09,1156.25,Luxury (€90k–€150k)
Porsche,Taycan 4S,415.0,525.0,71.0,2.215,5.0,F,4.0,171.0,183.0,750.0,491.0,273.0,114559.0,5.85,64.21,1613.51,Luxury (€90k–€150k)
Tesla,Model S 60D,345.0,376.0,62.0,2.183,5.0,F,5.4,180.0,95.0,750.0,895.0,238.0,74719.0,5.56,31.67,1205.15,Premium (€60k–€90k)
Volvo,EX40 Twin Motor Performance (MY25),385.0,419.0,79.0,2.17,5.0,C,4.6,205.0,125.0,750.0,441.0,165.0,62890.0,4.87,36.59,796.08,Premium (€60k–€90k)
Citroën,ë-SpaceTourer XL 75 kWh,265.0,252.0,69.0,2.24,9.0,N,14.2,260.0,79.0,750.0,989.0,217.0,53230.0,3.84,18.23,771.45,Mid-range (€30k–€60k)
Volkswagen,ID.5 Pure (MY26),320.0,359.0,52.0,1.963,5.0,C,8.9,163.0,87.0,750.0,549.0,145.0,45270.0,6.15,32.02,870.58,Mid-range (€30k–€60k)
Smart,EQ fortwo cabrio,95.0,65.0,16.7,1.115,2.0,A,11.8,176.0,0.0,750.0,260.0,263.0,25200.0,5.69,0.0,1508.98,Budget (<€30k)
Citroën,ë-SpaceTourer M 50 kWh,185.0,198.0,46.3,1.969,9.0,N,12.1,250.0,78.0,750.0,507.0,276.0,53640.0,4.0,18.72,1158.53,Mid-range (€30k–€60k)
Ford,Mustang Mach-E ER RWD (MY22),480.0,448.0,91.0,2.16,5.0,D,7.0,190.0,86.0,750.0,619.0,135.0,62950.0,5.27,27.16,691.76,Premium (€60k–€90k)
Mercedes-Benz,EQV 250 Long,215.0,199.0,60.0,2.594,7.0,N,12.0,279.0,60.0,750.0,385.0,272.0,58488.0,3.58,12.9,974.8,Mid-range (€30k–€60k)
Porsche,Taycan GTS Sport Turismo,505.0,655.0,97.0,2.385,5.0,F,3.3,192.0,262.0,750.0,489.0,290.0,148600.0,5.21,81.88,1531.96,Luxury (€90k–€150k)
BMW,i5 xDrive40 Touring,440.0,502.0,81.2,2.405,5.0,E,5.5,185.0,136.0,750.0,570.0,183.0,77600.0,5.42,44.11,955.67,Premium (€60k–€90k)
Lucid,Gravity Touring (MY26),465.0,549.0,89.0,2.522,7.0,F,4.2,191.0,180.0,750.0,385.0,218.0,99900.0,5.22,56.54,1122.47,Luxury (€90k–€150k)
Maserati,GranCabrio Folgore,395.0,489.0,83.0,2.415,4.0,F,2.8,210.0,190.0,750.0,151.0,530.0,206713.0,4.76,54.29,2490.52,Ultra-Luxury (>€150k)
Audi,Q6 Sportback e-tron,410.0,485.0,75.8,2.2,5.0,D,7.0,185.0,150.0,750.0,575.0,167.0,65900.0,5.41,48.65,869.39,Premium (€60k–€90k)
Genesis,G80 Electrified (MY25),450.0,506.0,90.0,2.9,5.0,F,5.1,200.0,160.0,750.0,354.0,181.0,76180.0,5.0,48.0,846.44,Premium (€60k–€90k)
Volvo,EX90 Single Motor (MY26),425.0,501.0,88.0,2.556,7.0,F,6.8,207.0,170.0,750.0,703.0,201.0,85990.0,4.83,49.28,977.16,Premium (€60k–€90k)
Mercedes-Benz,EQS SUV 450 4MATIC,490.0,521.0,108.4,2.805,7.0,F,6.0,221.0,173.0,750.0,645.0,267.0,114609.0,4.52,46.97,1057.28,Luxury (€90k–€150k)
Ford,Mustang Mach-E SR RWD (MY23),375.0,375.0,70.0,2.044,5.0,D,6.9,187.0,78.0,750.0,619.0,156.0,62900.0,5.36,25.03,898.57,Premium (€60k–€90k)
VinFast,VF 8 Plus Extended Range,400.0,416.0,87.7,2.595,5.0,D,5.5,219.0,120.0,750.0,376.0,144.0,58890.0,4.56,32.88,671.49,Mid-range (€30k–€60k)
Volvo,EC40 Twin Motor Performance (MY26),400.0,443.0,79.0,2.185,5.0,C,4.6,198.0,125.0,750.0,435.0,159.0,64390.0,5.06,37.88,815.06,Premium (€60k–€90k)
Škoda,Enyaq iV RS (MY23),420.0,456.0,77.0,2.258,5.0,C,6.2,183.0,115.0,750.0,585.0,147.0,63300.0,5.45,37.7,822.08,Premium (€60k–€90k)
Abarth,500e Scorpionissima,225.0,251.0,37.8,1.41,4.0,B,7.0,168.0,67.0,750.0,185.0,195.0,43000.0,5.95,23.93,1137.57,Mid-range (€30k–€60k)
Peugeot,e-Traveller L2 75 kWh,265.0,252.0,69.0,2.211,9.0,N,14.2,260.0,79.0,750.0,603.0,221.0,52230.0,3.84,18.23,756.96,Mid-range (€30k–€60k)
Smart,EQ forfour,95.0,65.0,16.7,1.2,4.0,A,12.7,176.0,0.0,750.0,185.0,237.0,22600.0,5.69,0.0,1353.29,Budget (<€30k)
Smart,EQ fortwo cabrio,95.0,66.0,16.7,1.125,2.0,A,11.9,176.0,0.0,750.0,260.0,286.0,25200.0,5.69,0.0,1508.98,Budget (<€30k)
Kia,e-Soul 39 kWh,230.0,209.0,39.2,1.61,5.0,B,9.9,170.0,37.0,750.0,315.0,156.0,38090.0,5.87,13.06,971.68,Mid-range (€30k–€60k)
Ford,Mustang Mach-E ER RWD (MY23),480.0,448.0,91.0,2.16,5.0,D,7.0,190.0,86.0,750.0,619.0,138.0,71200.0,5.27,27.16,782.42,Premium (€60k–€90k)
Porsche,Taycan 4,490.0,611.0,82.3,2.245,5.0,F,4.6,168.0,195.0,750.0,491.0,221.0,106200.0,5.95,69.64,1290.4,Luxury (€90k–€150k)
DS,N°8 FWD,415.0,449.0,73.7,2.207,5.0,D,7.7,178.0,100.0,750.0,620.0,139.0,57700.0,5.63,33.71,782.9,Mid-range (€30k–€60k)
Lotus,Emeya 900,465.0,586.0,98.9,2.65,5.0,F,2.8,213.0,240.0,750.0,543.0,320.0,145990.0,4.7,67.61,1476.14,Luxury (€90k–€150k)
Mercedes-Benz,EQE 350 4MATIC (MY22-23),505.0,549.0,90.6,2.465,5.0,E,6.3,179.0,141.0,750.0,430.0,158.0,73363.0,5.57,47.26,809.75,Premium (€60k–€90k)
NIO,EL7 Standard Range,355.0,376.0,73.5,2.421,5.0,F,3.9,207.0,110.0,750.0,570.0,246.0,85900.0,4.83,31.88,1168.71,Premium (€60k–€90k)
Škoda,Enyaq 50 (MY24),310.0,351.0,52.0,1.976,5.0,C,9.1,168.0,90.0,750.0,585.0,138.0,44990.0,5.96,32.14,865.19,Mid-range (€30k–€60k)
Genesis,GV60 Sport (MY25),410.0,513.0,80.0,2.2,5.0,C,5.5,195.0,205.0,750.0,432.0,164.0,44990.0,5.12,63.08,562.38,Mid-range (€30k–€60k)
Opel,Zafira-e Life L 75 kWh,265.0,252.0,69.0,2.161,9.0,N,13.3,260.0,79.0,750.0,385.0,261.0,70075.0,3.84,18.23,1015.58,Premium (€60k–€90k)
Volkswagen,ID.4 Pro 4MOTION,405.0,440.0,77.0,2.221,5.0,C,6.9,190.0,115.0,750.0,543.0,121.0,49020.0,5.26,36.32,636.62,Mid-range (€30k–€60k)
Tesla,Model X 60D,285.0,306.0,62.0,2.427,7.0,F,6.2,218.0,95.0,750.0,385.0,315.0,89100.0,4.6,26.15,1437.1,Premium (€60k–€90k)
Tesla,Model X Standard Range,355.0,346.0,72.5,2.427,7.0,F,4.8,204.0,80.0,750.0,385.0,252.0,91700.0,4.9,23.53,1264.83,Luxury (€90k–€150k)
Mercedes-Benz,EQA 250+,420.0,414.0,70.5,2.055,5.0,C,9.1,168.0,90.0,750.0,340.0,136.0,55960.0,5.96,32.14,793.76,Mid-range (€30k–€60k)
Ford,Mustang Mach-E GT (MY22),425.0,397.0,91.0,2.348,5.0,D,4.4,214.0,86.0,750.0,619.0,191.0,77200.0,4.67,24.11,848.35,Premium (€60k–€90k)
Mercedes-Benz,EQS 500 4MATIC,590.0,655.0,107.8,2.615,5.0,F,4.8,183.0,173.0,750.0,610.0,231.0,125378.0,5.47,56.72,1163.06,Luxury (€90k–€150k)
Mercedes-Benz,EQE 350 (MY22-23),510.0,554.0,89.0,2.385,5.0,E,6.4,175.0,120.0,750.0,430.0,158.0,70210.0,5.73,41.14,788.88,Premium (€60k–€90k)
ORA,Funky Cat 63 kWh,340.0,313.0,59.3,1.615,5.0,C,8.2,174.0,55.0,750.0,228.0,123.0,44490.0,5.73,18.97,750.25,Mid-range (€30k–€60k)
Porsche,Taycan Turbo Cross Turismo,495.0,636.0,97.0,2.395,5.0,F,2.8,196.0,262.0,750.0,489.0,348.0,177000.0,5.1,80.2,1824.74,Ultra-Luxury (>€150k)
Volkswagen,ID.5 Pure (MY24-25),320.0,359.0,52.0,1.966,5.0,C,8.9,163.0,87.0,750.0,549.0,145.0,45270.0,6.15,32.02,870.58,Mid-range (€30k–€60k)
Citroën,ë-Jumpy Combi M 75 kWh,265.0,252.0,69.0,2.131,9.0,N,13.3,260.0,79.0,750.0,507.0,217.0,57940.0,3.84,18.23,839.71,Mid-range (€30k–€60k)
Opel,Vivaro-e Combi L 75 kWh,265.0,252.0,69.0,2.161,9.0,N,13.3,260.0,79.0,750.0,912.0,220.0,57775.0,3.84,18.23,837.32,Mid-range (€30k–€60k)
Peugeot,e-Rifter XL 50 kWh,230.0,239.0,50.0,1.901,7.0,N,11.7,217.0,80.0,750.0,385.0,175.0,39440.0,4.6,22.12,788.8,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe iV 80x (MY23),435.0,473.0,77.0,2.214,5.0,C,7.0,177.0,115.0,750.0,575.0,135.0,56650.0,5.65,38.98,735.71,Mid-range (€30k–€60k)
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY22-23),455.0,491.0,90.6,2.525,5.0,E,3.5,199.0,141.0,750.0,430.0,271.0,109777.0,5.02,42.51,1211.67,Luxury (€90k–€150k)
Volkswagen,ID.5 GTX,405.0,447.0,77.0,2.243,5.0,C,6.3,190.0,115.0,750.0,549.0,152.0,56455.0,5.26,36.32,733.18,Mid-range (€30k–€60k)
Audi,Q4 Sportback e-tron 35,300.0,341.0,52.0,1.99,5.0,C,9.0,173.0,90.0,750.0,535.0,159.0,47600.0,5.77,31.21,915.38,Mid-range (€30k–€60k)
Mercedes-Benz,eVito Tourer Long 41 kWh,120.0,85.0,35.0,2.26,9.0,N,16.0,292.0,0.0,750.0,990.0,453.0,54395.0,3.43,0.0,1554.14,Mid-range (€30k–€60k)
Renault,Kangoo Grand E-Tech Electric,220.0,218.0,45.0,1.992,7.0,N,13.3,205.0,50.0,750.0,500.0,183.0,40250.0,4.89,14.63,894.44,Mid-range (€30k–€60k)
Opel,Zafira Electric 75 kWh,265.0,252.0,69.0,2.211,9.0,N,14.2,260.0,79.0,750.0,603.0,210.0,53550.0,3.84,18.23,776.09,Mid-range (€30k–€60k)
Mercedes-Benz,EQE AMG 53 4MATIC+ (MY25),450.0,491.0,90.6,2.54,5.0,E,3.5,201.0,141.0,750.0,430.0,268.0,110706.0,4.97,42.09,1221.92,Luxury (€90k–€150k)
Toyota,Proace Verso L 50 kWh,180.0,191.0,46.3,1.989,8.0,N,12.1,257.0,78.0,750.0,989.0,304.0,59385.0,3.89,18.21,1282.61,Mid-range (€30k–€60k)
Mercedes-Benz,EQS SUV 500 4MATIC,490.0,521.0,108.4,2.805,7.0,F,5.2,221.0,173.0,750.0,645.0,278.0,124545.0,4.52,46.97,1148.94,Luxury (€90k–€150k)
Mercedes-Benz,EQS AMG 53 4MATIC+,535.0,590.0,108.4,2.7,5.0,F,3.4,203.0,173.0,750.0,620.0,321.0,155009.0,4.94,51.13,1429.97,Ultra-Luxury (>€150k)
Porsche,Taycan 4S Plus Sport Turismo,510.0,655.0,97.0,2.35,5.0,F,3.7,190.0,262.0,750.0,530.0,246.0,127322.0,5.26,82.74,1312.6,Luxury (€90k–€150k)
